date,client_id,amount,type,category
2020-03-04,C030,1526.79,income,Partial
2020-03-08,C030,2290.18,income,Partial
2020-02-04,C032,1128.97,income,Partial
2020-02-08,C032,1693.45,income,Partial
2020-02-29,C033,1034.29,income,Partial
2020-03-04,C033,1551.44,income,Partial
2020-02-06,C034,7056.63,income,Service
2020-03-09,C035,4918.34,income,Service
2020-03-02,C036,7877.49,income,Service
2020-03-03,C037,1237.77,income,Service
2020-03-05,C039,13794.32,income,Service
2020-03-17,C042,1798.04,income,UNKNOWN_ERROR
2020-02-26,C043,1381.28,income,Service
2020-02-22,,3846.45,income,Partial
2020-02-26,C044,5769.67,income,Partial
2020-02-19,C045,5311.18,income,Service
2020-02-19,C048,5021.83,income,Service
2020-03-11,C049,430.56,income,UNKNOWN_ERROR
2020-03-15,C049,645.85,income,UNKNOWN_ERROR
2020-03-04,C050,4944.73,income,Service
2020-02-06,C051,13597.13,income,Service
2020-02-27,C052,15707.5,income,UNKNOWN_ERROR
2020-03-02,C053,14164.84,income,Service
2020-03-09,C056,6360.28,income,Service
2020-02-04,C069,909.1,income,Service
2020-02-16,C072,2235.84,income,Service
2020-02-22,C075,8943.89,income,Service
2020-02-24,C077,10668.52,income,UNKNOWN_ERROR
2020-02-06,C081,3403.01,income,Partial
2020-02-10,C081,5104.51,income,Partial
2020-03-03,C082,813.87,income,Service
2020-03-16,C083,794.29,income,Partial
2020-03-20,C083,1191.44,income,Partial
2020-03-16,C083,1985.73,income,Service
2020-03-07,C089,5025.82,income,Service
2020-02-22,C092,8645.92,income,Service
2020-02-03,C094,10176.61,income,Service
2020-03-01,SELF,1200.0,expense,Rent
2020-03-08,SELF,3345.0,expense,Operations
2020-03-14,SELF,6912.0,expense,Contractor
2020-03-26,C002,5115.83,income,Service
2020-03-29,C003,331.51,income,UNKNOWN_ERROR
2020-04-02,C003,497.26,income,Partial
2020-03-29,C004,10141.28,income,Service
2020-03-02,C005,10565.31,income,Service
2020-03-20,C006,9053.56,income,Service
2020-03-05,C007,5614.6,income,Service
2020-03-09,C008,6311.54,income,Service
2020-03-19,C009,10890.11,income,Service
2020-03-10,C010,3959.03,income,Service
2020-03-13,C013,11964.78,income,UNKNOWN_ERROR
2020-03-02,C015,663.94,income,Service
2020-04-12,C016,7978.97,income,Service
2020-03-19,C018,3056.12,income,Partial
2020-03-23,C018,4584.18,income,UNKNOWN_ERROR
2020-03-05,C020,297.84,income,Partial
2020-03-09,C020,446.76,income,Partial
2020-04-10,C022,6201.72,income,Service
2020-03-20,C023,11250.35,income,Service
2020-03-06,C026,4265.76,income,Service
2020-03-25,C028,5470.64,income,Service
2020-04-07,C031,11570.87,income,Service
2020-03-29,,2980.14,income,UNKNOWN_ERROR
2020-03-30,C035,4936.82,income,Service
2020-04-06,C036,4307.36,income,UNKNOWN_ERROR
2020-03-04,C037,737.41,income,Service
2020-03-13,C038,10521.1,income,Service
2020-04-09,C039,9777.55,income,Service
2020-03-21,C041,2457.94,income,UNKNOWN_ERROR
2020-04-03,C043,2472.47,income,Service
2020-03-31,C044,9348.68,income,Service
2020-04-07,C045,10768.81,income,Service
2020-04-10,C047,9487.04,income,Service
2020-04-11,,4096.64,income,Service
2020-03-09,C050,3915.05,income,Service
2020-03-20,C053,7787.71,income,Service
2020-04-09,C054,292.79,income,Partial
2020-04-13,C054,439.18,income,Partial
2020-03-25,C057,6166.77,income,Service
2020-03-12,C066,3404.08,income,Partial
2020-03-16,C066,5106.12,income,Partial
2020-04-09,C072,1465.09,income,Service
2020-03-24,C074,3776.17,income,Service
2020-03-15,C077,9418.8,income,Service
2020-03-16,,7877.07,income,Service
2020-03-25,C082,945.44,income,Service
2020-04-08,C085,4837.76,income,Partial
2020-04-12,C085,7256.65,income,Partial
2020-04-05,C089,2938.53,income,UNKNOWN_ERROR
2020-04-04,C090,17691.05,income,Service
2020-03-15,C093,931.18,income,Service
2020-03-07,C095,11102.78,income,Service
2020-04-07,,8989.6,income,Service
2020-04-01,SELF,1200.0,expense,Rent
2020-04-02,SELF,1793.0,expense,Operations
2020-04-25,C001,5297.37,income,Service
2020-04-08,C003,337.86,income,Partial
2020-04-12,C003,506.79,income,Partial
2020-04-04,C004,9669.26,income,Service
2020-04-25,C005,9789.27,income,Service
2020-05-14,C006,8585.5,income,Service
2020-04-12,C007,5766.79,income,Service
2020-05-12,C008,6823.17,income,UNKNOWN_ERROR
2020-04-27,C009,10963.74,income,Service
2020-04-26,C010,1634.74,income,UNKNOWN_ERROR
2020-04-30,C010,2452.12,income,Partial
2020-04-03,C012,4581.9,income,Partial
2020-04-07,C012,6872.85,income,Partial
2020-05-06,C013,9963.04,income,Service
2020-04-21,C015,990.56,income,Service
2020-04-17,C017,8486.2,income,Service
2020-04-03,C018,11366.46,income,Service
2020-05-03,C024,4083.43,income,UNKNOWN_ERROR
2020-04-27,C025,12140.72,income,Service
2020-04-14,C027,930.07,income,Service
2020-04-11,C028,5371.61,income,Service
2020-04-23,C030,4889.27,income,Service
2020-04-06,C033,1464.52,income,Service
2020-04-15,C035,1145.27,income,UNKNOWN_ERROR
2020-04-19,C035,1717.9,income,Partial
2020-04-19,C038,7251.08,income,Service
2020-04-21,C039,9797.72,income,UNKNOWN_ERROR
2020-04-09,C040,2415.41,income,Service
2020-04-16,C042,2588.29,income,Service
2020-05-16,C044,7202.33,income,Service
2020-05-03,C046,2919.41,income,Partial
2020-05-07,C046,4379.11,income,Partial
2020-04-04,C047,4241.4,income,Partial
2020-04-08,C047,6362.1,income,Partial
2020-05-02,C048,3898.92,income,Service
2020-05-12,C049,1090.71,income,Service
2020-04-06,C050,2274.33,income,Partial
2020-04-10,C050,3411.49,income,Partial
2020-04-09,C051,14292.48,income,Service
2020-04-10,C053,1066.98,income,Partial
2020-04-14,C053,1600.47,income,Partial
2020-05-09,C056,6163.87,income,Service
2020-04-25,C060,2325.64,income,Partial
2020-04-29,C060,3488.46,income,Partial
2020-04-04,,4235.22,income,Service
2020-04-19,C072,4369.67,income,Service
2020-05-15,C076,5447.28,income,Service
2020-04-27,C083,9460.21,income,Service
2020-05-16,C085,4844.08,income,Partial
2020-05-20,C085,7266.12,income,Partial
2020-04-21,C086,9617.2,income,Service
2020-04-02,C092,8222.67,income,Service
2020-04-12,C093,176.26,income,Service
2020-04-08,C097,10085.74,income,Service
2020-04-13,C099,8274.99,income,Service
2020-05-01,SELF,1200.0,expense,Rent
2020-05-16,SELF,1150.0,expense,Operations
2020-05-02,,4852.75,income,UNKNOWN_ERROR
2020-05-14,C002,5447.39,income,Service
2020-06-01,C003,823.2,income,Service
2020-05-02,C004,3986.24,income,Partial
2020-05-06,C004,5979.36,income,Partial
2020-05-29,C005,10692.61,income,Service
2020-05-12,C006,9011.82,income,Service
2020-05-07,C007,6014.26,income,Service
2020-05-23,C008,6323.75,income,Service
2020-05-14,C009,4387.17,income,Partial
2020-05-18,C009,6580.75,income,Partial
2020-05-02,C010,4206.31,income,Service
2020-05-05,C011,3324.25,income,Partial
2020-05-09,C011,4986.38,income,Partial
2020-05-06,C013,9007.25,income,Service
2020-05-26,C014,7783.84,income,Service
2020-06-07,C016,12497.94,income,Service
2020-06-07,C017,5072.29,income,Partial
2020-06-11,C017,7608.43,income,Partial
2020-06-04,C018,6647.03,income,Service
2020-06-04,C018,6647.03,income,Service
2020-06-02,C019,2812.42,income,Partial
2020-06-06,C019,4218.64,income,Partial
2020-05-22,C020,331.0,income,Partial
2020-05-26,C020,496.51,income,Partial
2020-05-10,C021,1189.0,income,Service
2020-05-23,C022,5873.94,income,Service
2020-06-07,C025,8727.83,income,UNKNOWN_ERROR
2020-05-17,C026,5175.25,income,Service
2020-06-03,C030,5136.76,income,Service
2020-05-16,C031,5321.87,income,Partial
2020-05-20,C031,7982.81,income,Partial
2020-05-27,C032,1022.73,income,Partial
2020-05-31,,1534.09,income,Partial
2020-05-27,C032,2556.82,income,Service
2020-06-07,C033,2302.83,income,Service
2020-05-19,C037,1332.8,income,Service
2020-05-04,C038,1971.74,income,Partial
2020-05-08,C038,2957.61,income,Partial
2020-05-06,C042,3031.79,income,Service
2020-05-22,C043,1188.09,income,Service
2020-05-03,C044,7644.26,income,UNKNOWN_ERROR
2020-05-21,C046,12159.19,income,Service
2020-05-16,C047,9393.52,income,Service
2020-05-06,C048,4993.57,income,Service
2020-06-11,C049,582.38,income,Service
2020-06-05,C053,15015.02,income,Service
2020-06-06,C054,568.46,income,Service
2020-05-20,C057,3576.76,income,Service
2020-05-11,C058,4328.89,income,Service
2020-06-03,C059,17953.46,income,Service
2020-05-13,C062,12576.47,income,Service
2020-06-11,C066,10000.63,income,Service
2020-06-02,C069,1961.41,income,Service
2020-05-18,C074,14165.94,income,Service
2020-06-04,C085,13490.92,income,Service
2020-06-04,C087,2584.16,income,Service
2020-05-14,C092,5876.06,income,Service
2020-06-01,SELF,1200.0,expense,Rent
2020-06-10,SELF,1008.0,expense,Operations
2020-07-10,C001,5177.1,income,Service
2020-07-11,C002,5291.89,income,Service
2020-07-02,C003,348.65,income,Partial
2020-07-06,C003,522.97,income,Partial
2020-06-12,C004,9902.31,income,Service
2020-06-18,C005,3955.17,income,Partial
2020-06-22,C005,5932.75,income,Partial
2020-06-22,C006,8816.78,income,UNKNOWN_ERROR
2020-06-13,C007,5514.89,income,Service
2020-06-06,C008,2779.96,income,Partial
2020-06-10,C008,4169.94,income,Partial
2020-07-11,C009,10743.24,income,Service
2020-06-26,C010,4089.65,income,Service
2020-06-08,,7806.53,income,Service
2020-07-03,C014,10110.6,income,Service
2020-06-17,C016,14934.83,income,Service
2020-07-12,C018,6471.38,income,Service
2020-06-04,C019,3684.2,income,Partial
2020-06-08,C019,5526.3,income,Partial
2020-06-18,C021,420.41,income,Partial
2020-06-22,C021,630.61,income,Partial
2020-06-11,C022,5405.33,income,Service
2020-07-07,C023,6298.66,income,Service
2020-06-14,C024,3758.26,income,Service
2020-06-19,C025,14367.44,income,Service
2020-07-12,C027,1572.01,income,Service
2020-06-19,C029,8930.72,income,Service
2020-07-10,C030,1045.95,income,UNKNOWN_ERROR
2020-07-14,C030,1568.93,income,Partial
2020-07-07,C031,11413.27,income,Service
2020-06-12,C032,2749.39,income,Service
2020-06-19,C034,9312.29,income,Service
2020-06-23,C035,2990.07,income,Service
2020-06-23,C036,4382.52,income,Service
2020-06-22,C037,381.89,income,Partial
2020-06-26,C037,572.83,income,Partial
2020-06-05,C038,6109.69,income,Service
2020-06-16,C039,7783.42,income,Service
2020-06-28,C040,921.23,income,Partial
2020-07-02,C040,1381.84,income,UNKNOWN_ERROR
2020-06-07,C043,1209.94,income,Service
2020-06-17,C044,11613.26,income,Service
2020-06-21,C045,5761.42,income,Service
2020-07-10,C046,14052.2,income,UNKNOWN_ERROR
2020-06-09,C048,6920.75,income,Service
2020-06-29,C049,1038.21,income,Service
2020-06-30,C053,8306.74,income,Service
2020-06-20,,13470.68,income,Service
2020-07-08,C058,1645.72,income,Partial
2020-07-12,C058,2468.59,income,Partial
2020-06-11,C060,1457.74,income,Service
2020-06-02,C061,3338.6,income,Service
2020-07-08,C062,10121.57,income,Service
2020-06-23,C064,838.04,income,Partial
2020-06-27,C064,1257.06,income,Partial
2020-07-07,C066,7003.12,income,UNKNOWN_ERROR
2020-07-02,C067,11728.16,income,Service
2020-06-17,C068,11993.34,income,Service
2020-06-16,,9282.67,income,Service
2020-06-22,C072,1342.62,income,UNKNOWN_ERROR
2020-06-26,C072,2013.94,income,Partial
2020-07-09,C078,17268.12,income,Service
2020-07-12,,15130.72,income,UNKNOWN_ERROR
2020-07-10,C080,7448.27,income,Service
2020-07-13,C084,15543.66,income,Service
2020-07-10,C087,4474.71,income,Partial
2020-07-14,C087,6712.06,income,Partial
2020-06-26,C089,6673.1,income,Service
2020-07-05,C093,1012.56,income,Service
2020-07-06,C097,10475.02,income,Service
2020-07-01,SELF,1200.0,expense,Rent
2020-07-07,SELF,1334.0,expense,Operations
2020-08-15,C001,5293.51,income,Service
2020-07-12,C002,5024.54,income,Service
2020-07-19,C003,873.3,income,Service
2020-07-07,C004,10177.74,income,Service
2020-07-25,C005,10516.45,income,UNKNOWN_ERROR
2020-08-05,C006,9142.57,income,Service
2020-08-04,C007,5902.01,income,UNKNOWN_ERROR
2020-07-27,C008,6358.69,income,Service
2020-08-01,C009,11212.59,income,Service
2020-07-24,C010,4096.37,income,Service
2020-07-30,C011,7572.01,income,UNKNOWN_ERROR
2020-07-30,C012,13013.31,income,Service
2020-07-17,C013,6280.2,income,Service
2020-08-03,C014,9951.71,income,Service
2020-07-23,C015,473.31,income,Service
2020-07-07,C016,11084.59,income,Service
2020-07-06,C017,4146.01,income,Partial
2020-07-10,C017,6219.01,income,Partial
2020-07-04,C018,2709.97,income,Partial
2020-07-08,C018,4064.96,income,Partial
2020-08-08,C019,6124.25,income,Service
2020-07-23,C020,715.49,income,Service
2020-07-11,C021,1082.62,income,Service
2020-07-11,C023,5328.48,income,Service
2020-07-26,C025,14082.71,income,Service
2020-07-20,C026,5394.32,income,Service
2020-07-22,C028,3869.6,income,Service
2020-07-09,C029,10215.78,income,Service
2020-07-02,C030,2551.8,income,Service
2020-08-08,C034,9525.56,income,UNKNOWN_ERROR
2020-07-25,C035,3893.41,income,Service
2020-07-18,C036,8360.23,income,Service
2020-07-26,C037,1396.63,income,Service
2020-08-13,C038,6080.73,income,Service
2020-07-11,C039,8314.1,income,Service
2020-08-01,C040,4250.17,income,Service
2020-08-05,C042,2630.48,income,Service
2020-07-27,C045,9325.37,income,Service
2020-08-04,,2265.24,income,Partial
2020-08-08,C047,3397.86,income,Partial
2020-08-08,,3730.25,income,Service
2020-07-04,C052,5681.09,income,UNKNOWN_ERROR
2020-07-29,C053,8731.77,income,Service
2020-07-29,C057,4547.36,income,Partial
2020-08-02,C057,6821.03,income,Partial
2020-07-14,C060,3819.63,income,Service
2020-07-24,C063,11657.85,income,Service
2020-07-13,C064,891.1,income,Service
2020-08-04,C072,2436.08,income,Partial
2020-08-08,C072,3654.11,income,Partial
2020-08-04,C072,6090.19,income,UNKNOWN_ERROR
2020-08-10,C073,847.46,income,Service
2020-07-12,C075,14695.04,income,Service
2020-07-22,C078,14228.56,income,Service
2020-07-23,C080,6686.93,income,Service
2020-07-16,C083,8411.09,income,Service
2020-07-16,C084,19831.34,income,Service
2020-07-30,C086,6361.59,income,Service
2020-07-20,C088,7725.34,income,Service
2020-07-05,C090,15557.75,income,Service
2020-08-01,SELF,1200.0,expense,Rent
2020-08-07,SELF,2150.0,expense,Operations
2020-09-13,C001,4995.48,income,Service
2020-09-14,C002,5432.62,income,Service
2020-09-10,C003,828.03,income,Service
2020-08-31,C004,9792.76,income,Service
2020-09-04,C005,9853.4,income,Service
2020-08-06,C007,2380.32,income,Partial
2020-08-10,C007,3570.47,income,Partial
2020-09-03,C008,6430.98,income,Service
2020-08-17,C009,10314.93,income,UNKNOWN_ERROR
2020-09-11,C010,4339.49,income,Service
2020-08-12,C011,7769.36,income,Service
2020-09-11,C012,10333.61,income,Service
2020-08-29,C013,6598.36,income,Service
2020-08-10,C014,9926.75,income,Service
2020-08-02,C016,8470.16,income,Service
2020-09-02,C017,15180.8,income,Service
2020-08-08,C019,7727.78,income,Service
2020-09-15,C020,393.74,income,Partial
2020-09-19,C020,590.61,income,Partial
2020-09-14,C021,1168.74,income,Service
2020-08-03,C022,8840.03,income,Service
2020-09-13,C025,8620.83,income,Service
2020-08-16,C026,4416.18,income,Service
2020-09-10,C027,1709.36,income,Service
2020-09-09,C029,3531.24,income,Partial
2020-09-13,C029,5296.86,income,Partial
2020-08-25,C033,3227.03,income,Service
2020-08-10,C034,10813.29,income,Service
2020-08-21,C036,3968.64,income,Service
2020-08-29,C037,1253.5,income,Service
2020-08-07,C038,2439.0,income,Partial
2020-08-11,C038,3658.5,income,Partial
2020-08-15,C040,3666.2,income,UNKNOWN_ERROR
2020-08-04,C055,3340.44,income,Partial
2020-08-08,C055,5010.65,income,Partial
2020-09-09,C056,7222.16,income,UNKNOWN_ERROR
2020-08-28,C058,5055.11,income,Service
2020-09-11,C062,4242.41,income,Service
2020-09-07,C074,1707.65,income,Service
2020-08-21,C077,9447.32,income,Service
2020-09-07,C086,2092.3,income,Service
2020-08-22,C089,3676.86,income,Service
2020-08-20,C091,1594.73,income,Service
2020-09-11,C092,8534.36,income,Service
2020-08-15,C094,5927.05,income,UNKNOWN_ERROR
2020-08-08,C095,12595.75,income,Service
2020-08-25,C099,1405.87,income,Partial
2020-08-29,C099,2108.8,income,Partial
2020-09-01,SELF,1200.0,expense,Rent
2020-09-04,SELF,4715.0,expense,UNKNOWN_ERROR
2020-09-04,SELF,6540.0,expense,Contractor
2020-10-05,C001,1984.03,income,Partial
2020-10-09,C001,2976.05,income,Partial
2020-09-03,C002,5203.48,income,Service
2020-10-08,C003,880.98,income,Service
2020-10-02,C004,9995.21,income,Service
2020-10-08,C005,9777.82,income,UNKNOWN_ERROR
2020-10-16,C006,9063.03,income,Service
2020-09-23,C007,5746.59,income,Service
2020-09-13,C008,6672.44,income,Service
2020-10-03,C009,4311.56,income,Partial
2020-10-07,C009,6467.34,income,Partial
2020-09-26,C010,4151.79,income,Service
2020-09-17,C011,8201.63,income,Service
2020-09-24,C013,3004.62,income,Partial
2020-09-28,C013,4506.94,income,Partial
2020-10-01,C014,4649.19,income,Partial
2020-10-05,C014,6973.79,income,Partial
2020-10-14,C018,6676.22,income,UNKNOWN_ERROR
2020-09-24,C019,10300.75,income,Service
2020-09-18,C021,1742.65,income,Service
2020-09-19,C024,1003.37,income,Partial
2020-09-23,C024,1505.05,income,Partial
2020-09-19,C026,1489.93,income,Partial
2020-09-23,C026,2234.89,income,Partial
2020-09-10,C027,916.49,income,Service
2020-09-25,C028,3900.83,income,Service
2020-10-07,,3850.25,income,Service
2020-09-21,C031,12073.54,income,Service
2020-10-08,C033,3115.32,income,Service
2020-09-15,C034,11156.37,income,UNKNOWN_ERROR
2020-09-29,C035,3992.81,income,Service
2020-09-27,C036,1797.42,income,Partial
2020-10-01,C036,2696.13,income,Partial
2020-09-02,C038,1953.7,income,Partial
2020-09-06,C038,2930.56,income,UNKNOWN_ERROR
2020-09-29,C040,2447.27,income,Service
2020-09-29,C041,1359.8,income,Partial
2020-10-03,C041,2039.7,income,Partial
2020-09-25,C048,6622.79,income,Service
2020-09-20,C050,4982.75,income,Service
2020-09-24,,303.08,income,UNKNOWN_ERROR
2020-10-11,C056,4493.73,income,Service
2020-09-09,C063,6329.58,income,Service
2020-09-28,C074,6297.69,income,Service
2020-09-30,C075,1884.5,income,Partial
2020-10-04,,2826.75,income,Partial
2020-10-07,C076,5533.64,income,Partial
2020-10-11,C076,8300.46,income,Partial
2020-09-17,C077,2409.31,income,UNKNOWN_ERROR
2020-09-21,C077,3613.96,income,Partial
2020-09-04,C078,3461.32,income,Service
2020-09-02,C079,9681.7,income,Service
2020-09-05,C080,8422.04,income,Service
2020-09-24,C082,727.37,income,Service
2020-10-08,C084,13629.14,income,Service
2020-10-04,C088,7803.05,income,Service
2020-09-23,C089,10600.76,income,Service
2020-09-23,C089,10600.76,income,Service
2020-10-03,C092,1827.17,income,Service
2020-09-09,C094,3485.45,income,Service
2020-10-03,C095,2384.99,income,Service
2020-10-01,C100,7136.22,income,Partial
2020-10-05,C100,10704.33,income,Partial
2020-10-01,SELF,1200.0,expense,Rent
2020-10-03,SELF,2605.0,expense,Operations
2020-10-10,SELF,4278.0,expense,Hardware
2020-11-13,C001,5046.78,income,Service
2020-10-23,C002,5474.11,income,Service
2020-10-02,,860.58,income,Service
2020-11-02,C004,9906.16,income,Service
2020-10-28,C005,10721.22,income,Service
2020-11-13,C006,3440.85,income,Partial
2020-11-17,,5161.27,income,UNKNOWN_ERROR
2020-11-12,C007,2424.84,income,Partial
2020-11-16,C007,3637.26,income,Partial
2020-10-06,C009,4211.39,income,Partial
2020-10-10,C009,6317.09,income,Partial
2020-11-10,C010,1732.49,income,Partial
2020-11-14,C010,2598.74,income,Partial
2020-11-10,C010,4331.23,income,Service
2020-10-15,C011,7753.96,income,Service
2020-10-13,C012,11752.75,income,Service
2020-10-16,C013,3974.23,income,Partial
2020-10-20,C013,5961.35,income,Partial
2020-10-17,C015,900.87,income,Service
2020-10-07,C016,11181.87,income,UNKNOWN_ERROR
2020-11-04,C017,10759.29,income,Service
2020-10-17,C020,215.67,income,Partial
2020-10-21,C020,323.5,income,Partial
2020-10-29,C023,6202.16,income,Service
2020-11-10,C024,3835.33,income,Service
2020-10-06,C026,4739.18,income,UNKNOWN_ERROR
2020-10-26,C031,14191.23,income,Service
2020-10-30,C032,2410.38,income,Service
2020-10-05,C033,2038.19,income,Service
2020-10-11,C034,6088.59,income,Service
2020-11-07,C035,1434.49,income,Partial
2020-11-11,,2151.74,income,Partial
2020-11-10,C036,5734.26,income,Service
2020-11-08,C038,10630.26,income,Service
2020-11-07,C040,5055.52,income,UNKNOWN_ERROR
2020-11-03,C041,2425.94,income,Service
2020-11-07,C042,2092.59,income,Service
2020-10-18,,1491.25,income,Service
2020-10-25,C045,10848.1,income,Service
2020-10-25,,10848.1,income,Service
2020-10-21,C046,7098.08,income,Service
2020-11-09,C047,8485.4,income,Service
2020-10-27,C049,611.24,income,Service
2020-10-10,C052,15826.54,income,Service
2020-10-03,C059,2243.03,income,Partial
2020-10-07,C059,3364.55,income,Partial
2020-10-27,C065,9313.07,income,Service
2020-10-31,C076,5478.69,income,Service
2020-11-05,C081,10770.92,income,Service
2020-11-01,C082,657.85,income,Service
2020-10-20,C084,13011.31,income,Service
2020-10-19,C090,7325.3,income,Service
2020-10-25,C094,1512.13,income,Partial
2020-10-29,C094,2268.19,income,Partial
2020-10-16,C099,3562.12,income,Service
2020-11-01,SELF,1200.0,expense,Rent
2020-11-03,SELF,1155.0,expense,Operations
2020-11-26,C001,5283.84,income,Service
2020-11-04,C002,5150.12,income,Service
2020-11-05,C003,882.94,income,Service
2020-11-07,C004,10152.85,income,Service
2020-12-12,C005,10154.06,income,UNKNOWN_ERROR
2020-11-17,C006,8779.06,income,UNKNOWN_ERROR
2020-11-02,C007,5809.8,income,Service
2020-11-07,C008,2744.03,income,UNKNOWN_ERROR
2020-11-11,C008,4116.04,income,Partial
2020-11-05,C009,11192.82,income,Service
2020-11-07,C010,4147.03,income,Service
2020-11-16,C011,7109.43,income,Service
2020-11-25,C012,12835.58,income,Service
2020-11-12,C014,2718.2,income,Partial
2020-11-16,C014,4077.29,income,Partial
2020-12-08,C015,248.2,income,Partial
2020-12-12,C015,372.31,income,Partial
2020-12-08,C016,13525.84,income,Service
2020-11-24,C019,8047.96,income,Service
2020-11-23,C022,7518.73,income,Service
2020-12-12,C023,5212.53,income,UNKNOWN_ERROR
2020-11-28,C024,2133.0,income,Service
2020-12-05,C025,4221.21,income,Partial
2020-12-09,C025,6331.82,income,Partial
2020-11-10,C028,5460.47,income,Service
2020-11-25,C030,5066.24,income,Service
2020-12-05,C031,11131.62,income,Service
2020-12-04,C033,1611.26,income,Service
2020-11-29,C034,5745.23,income,Service
2020-11-09,C035,881.87,income,Partial
2020-11-13,C035,1322.8,income,Partial
2020-11-28,C036,1632.26,income,Partial
2020-12-02,C036,2448.39,income,Partial
2020-11-09,C038,5563.23,income,Service
2020-11-08,C039,13441.07,income,Service
2020-11-04,C042,2572.18,income,UNKNOWN_ERROR
2020-11-08,C044,4211.94,income,Partial
2020-11-12,,6317.92,income,Partial
2020-11-03,C046,9039.57,income,Service
2020-12-09,C047,10620.27,income,Service
2020-11-22,C048,3404.26,income,Service
2020-11-22,C050,2530.47,income,UNKNOWN_ERROR
2020-11-26,C050,3795.7,income,Partial
2020-11-20,C054,581.56,income,Service
2020-11-05,,1709.91,income,Partial
2020-11-09,C061,2564.87,income,Partial
2020-12-03,C064,3805.86,income,Service
2020-11-28,C065,6691.72,income,Service
2020-11-30,C067,7426.25,income,Partial
2020-12-04,C067,11139.37,income,Partial
2020-11-02,C069,1586.48,income,Service
2020-11-02,C069,1586.48,income,Service
2020-11-10,C072,3233.28,income,Service
2020-11-03,C074,12820.27,income,Service
2020-12-13,C075,8286.62,income,Service
2020-11-24,C078,19146.74,income,Service
2020-11-12,C080,2007.82,income,Partial
2020-11-16,C080,3011.72,income,Partial
2020-11-10,C085,1371.33,income,UNKNOWN_ERROR
2020-11-14,C085,2056.99,income,Partial
2020-12-06,C090,13149.2,income,Service
2020-11-20,C093,899.04,income,Service
