invoice_id,client_id,due_date,paid_date,amount
INV00089,C051,2019-12-27,2020-02-06,13597.13
INV00090,C052,2020-01-19,2020-02-27,15707.5
INV00091,C053,2020-01-19,2020-03-02,14164.84
INV00092,C056,2020-02-09,2020-03-09,6360.28
INV00093,C069,2020-01-17,2020-02-04,909.1
INV00094,C072,2020-01-13,2020-02-16,2235.84
INV00095,C075,2020-02-03,2020-02-22,8943.89
INV00096,C077,2020-01-19,2020-02-24,10668.52
INV00097,C081,2019-12-29,2020-02-06,3403.01
INV00098,C081,2020-01-29,2020-02-10,5104.51
INV00099,C082,2020-02-25,2020-03-03,813.87
INV00100,C083,2020-02-27,2020-03-16,794.29
INV00101,C083,2020-02-09,2020-03-20,1191.44
INV00102,C083,2020-02-28,2020-03-16,1985.73
INV00103,C089,2020-02-13,2020-03-07,5025.82
INV00104,C092,2020-02-12,2020-02-22,8645.92
INV00105,C094,2020-01-17,2020-02-03,10176.61
INV00106,C002,2020-03-07,2020-03-26,5115.83
INV00107,C003,2020-03-08,2020-03-29,331.51
INV00108,C003,2020-02-20,2020-04-02,497.26
INV00109,C004,2020-02-19,2020-03-29,10141.28
INV00110,C005,2020-02-22,2020-03-02,10565.31
INV00111,C006,2020-02-21,2020-03-20,9053.56
INV00112,C007,2020-02-24,2020-03-05,5614.6
INV00113,C008,2020-02-03,2020-03-09,6311.54
INV00114,C009,2020-03-10,2020-03-19,10890.11
INV00115,C010,2020-02-03,2020-03-10,3959.03
INV00116,C013,2020-02-26,2020-03-13,11964.78
INV00117,C015,2020-02-23,2020-03-02,663.94
INV00118,C016,2020-04-01,2020-04-12,7978.97
INV00119,C018,2020-02-08,2020-03-19,3056.12
INV00120,C018,2020-03-12,2020-03-23,4584.18
INV00121,C020,2020-01-27,2020-03-05,297.84
INV00122,C020,2020-01-28,2020-03-09,446.76
INV00123,C022,2020-03-19,2020-04-10,6201.72
INV00124,C023,2020-02-09,2020-03-20,11250.35
INV00125,C026,2020-02-05,2020-03-06,4265.76
INV00126,C028,2020-03-13,2020-03-25,5470.64
INV00127,C031,2020-03-10,2020-04-07,11570.87
INV00128,C035,2020-03-22,2020-03-30,4936.82
INV00129,C036,2020-03-29,2020-04-06,4307.36
INV00130,C037,2020-01-28,2020-03-04,737.41
INV00131,C038,2020-02-17,2020-03-13,10521.1
INV00132,C039,2020-03-07,2020-04-09,9777.55
INV00133,C041,2020-02-10,2020-03-21,2457.94
INV00134,C043,2020-03-19,2020-04-03,2472.47
INV00135,C044,2020-02-28,2020-03-31,9348.68
INV00136,C045,2020-02-25,2020-04-07,10768.81
INV00137,C047,2020-04-02,2020-04-10,9487.04
INV00138,C050,2020-01-24,2020-03-09,3915.05
INV00139,C053,2020-03-02,2020-03-20,7787.71
INV00140,C054,2020-03-16,2020-04-09,292.79
INV00141,C054,2020-03-04,2020-04-13,439.18
INV00142,C057,2020-03-12,2020-03-25,6166.77
INV00143,C066,2020-02-08,2020-03-12,3404.08
INV00144,C066,2020-02-17,2020-03-16,5106.12
INV00145,C072,2020-03-18,2020-04-09,1465.09
INV00146,C074,2020-02-12,2020-03-24,3776.17
INV00147,C077,2020-02-02,2020-03-15,9418.8
INV00148,C082,2020-03-09,2020-03-25,945.44
INV00149,C085,2020-02-23,2020-04-08,4837.76
INV00150,C085,2020-03-19,2020-04-12,7256.65
INV00151,C089,2020-02-27,2020-04-05,2938.53
INV00152,C090,2020-02-22,2020-04-04,17691.05
INV00153,C093,2020-02-01,2020-03-15,931.18
INV00154,C095,2020-02-21,2020-03-07,11102.78
INV00155,C001,2020-03-27,2020-04-25,5297.37
INV00156,C003,2020-02-23,2020-04-08,337.86
INV00157,C003,2020-03-25,2020-04-12,506.79
INV00158,C004,2020-02-28,2020-04-04,9669.26
INV00159,C005,2020-04-06,2020-04-25,9789.27
INV00160,C006,2020-04-08,2020-05-14,8585.5
INV00161,C007,2020-02-28,2020-04-12,5766.79
INV00162,C008,2020-04-02,2020-05-12,6823.17
INV00163,C009,2020-04-08,2020-04-27,10963.74
INV00164,C010,2020-04-05,2020-04-26,1634.74
INV00165,C010,2020-04-18,2020-04-30,2452.12
INV00166,C012,2020-02-20,2020-04-03,4581.9
INV00167,C012,2020-03-21,2020-04-07,6872.85
INV00168,C013,2020-04-14,2020-05-06,9963.04
INV00169,C015,2020-04-10,2020-04-21,990.56
INV00170,C017,2020-03-20,2020-04-17,8486.2
INV00171,C018,2020-03-12,2020-04-03,11366.46
INV00172,C024,2020-04-07,2020-05-03,4083.43
INV00173,C025,2020-04-04,2020-04-27,12140.72
INV00174,C027,2020-04-04,2020-04-14,930.07
INV00175,C028,2020-03-20,2020-04-11,5371.61
INV00176,C030,2020-04-09,2020-04-23,4889.27
INV00177,C033,2020-03-30,2020-04-06,1464.52
INV00178,C035,2020-03-15,2020-04-15,1145.27
INV00179,C035,2020-03-05,2020-04-19,1717.9
INV00180,C038,2020-03-23,2020-04-19,7251.08
INV00181,C039,2020-03-20,2020-04-21,9797.72
INV00182,C040,2020-03-09,2020-04-09,2415.41
INV00183,C042,2020-04-01,2020-04-16,2588.29
INV00184,C044,2020-04-07,2020-05-16,7202.33
INV00185,C046,2020-03-31,2020-05-03,2919.41
INV00186,C046,2020-04-14,2020-05-07,4379.11
INV00187,C047,2020-03-12,2020-04-04,4241.4
INV00188,C047,2020-03-17,2020-04-08,6362.1
INV00189,C048,2020-04-03,2020-05-02,3898.92
INV00190,C049,2020-04-14,2020-05-12,1090.71
INV00191,C050,2020-02-28,2020-04-06,2274.33
INV00192,C050,2020-02-26,2020-04-10,3411.49
INV00193,C051,2020-02-28,2020-04-09,14292.48
INV00194,C053,2020-02-28,2020-04-10,1066.98
INV00195,C053,2020-03-28,2020-04-14,1600.47
INV00196,C056,2020-04-25,2020-05-09,6163.87
INV00197,C060,2020-03-12,2020-04-25,2325.64
INV00198,C060,2020-04-21,2020-04-29,3488.46
INV00199,C072,2020-04-01,2020-04-19,4369.67
INV00200,C076,2020-04-16,2020-05-15,5447.28
INV00201,C083,2020-04-12,2020-04-27,9460.21
INV00202,C085,2020-04-09,2020-05-16,4844.08
INV00203,C085,2020-04-11,2020-05-20,7266.12
INV00204,C086,2020-04-11,2020-04-21,9617.2
INV00205,C092,2020-03-09,2020-04-02,8222.67
INV00206,C093,2020-03-11,2020-04-12,176.26
INV00207,C097,2020-03-12,2020-04-08,10085.74
INV00208,C099,2020-03-19,2020-04-13,8274.99
INV00209,C002,2020-04-19,2020-05-14,5447.39
INV00210,C003,2020-04-21,2020-06-01,823.2
INV00211,C004,2020-04-07,2020-05-02,3986.24
INV00212,C004,2020-03-30,2020-05-06,5979.36
INV00213,C005,2020-05-11,2020-05-29,10692.61
INV00214,C006,2020-04-29,2020-05-12,9011.82
INV00215,C007,2020-03-28,2020-05-07,6014.26
INV00216,C008,2020-04-23,2020-05-23,6323.75
INV00217,C009,2020-04-26,2020-05-14,4387.17
INV00218,C009,2020-04-27,2020-05-18,6580.75
INV00219,C010,2020-04-02,2020-05-02,4206.31
INV00220,C011,2020-04-20,2020-05-05,3324.25
INV00221,C011,2020-04-17,2020-05-09,4986.38
INV00222,C013,2020-04-12,2020-05-06,9007.25
INV00223,C014,2020-05-13,2020-05-26,7783.84
INV00224,C016,2020-05-23,2020-06-07,12497.94
INV00225,C017,2020-05-14,2020-06-07,5072.29
INV00226,C017,2020-05-28,2020-06-11,7608.43
INV00227,C018,2020-05-06,2020-06-04,6647.03
INV00228,C018,2020-05-03,2020-06-04,6647.03
INV00229,C019,2020-04-26,2020-06-02,2812.42
INV00230,C019,2020-04-23,2020-06-06,4218.64
INV00231,C020,2020-05-11,2020-05-22,331.0
INV00232,C020,2020-05-15,2020-05-26,496.51
INV00233,C021,2020-04-02,2020-05-10,1189.0
INV00234,C022,2020-05-05,2020-05-23,5873.94
INV00235,C025,2020-05-05,2020-06-07,8727.83
INV00236,C026,2020-05-01,2020-05-17,5175.25
INV00237,C030,2020-05-03,2020-06-03,5136.76
INV00238,C031,2020-05-03,2020-05-16,5321.87
INV00239,C031,2020-04-20,2020-05-20,7982.81
INV00240,C032,2020-05-05,2020-05-27,1022.73
INV00241,C032,2020-05-02,2020-05-27,2556.82
INV00242,C033,2020-05-22,2020-06-07,2302.83
INV00243,C037,2020-04-21,2020-05-19,1332.8
INV00244,C038,2020-04-16,2020-05-04,1971.74
INV00245,C038,2020-04-12,2020-05-08,2957.61
INV00246,C042,2020-04-18,2020-05-06,3031.79
INV00247,C043,2020-04-17,2020-05-22,1188.09
INV00248,C044,2020-04-24,2020-05-03,7644.26
INV00249,C046,2020-04-30,2020-05-21,12159.19
INV00250,C047,2020-04-18,2020-05-16,9393.52
INV00251,C048,2020-03-25,2020-05-06,4993.57
INV00252,C049,2020-04-27,2020-06-11,582.38
INV00253,C053,2020-05-25,2020-06-05,15015.02
INV00254,C054,2020-05-28,2020-06-06,568.46
INV00255,C057,2020-04-14,2020-05-20,3576.76
INV00256,C058,2020-04-04,2020-05-11,4328.89
INV00257,C059,2020-05-14,2020-06-03,17953.46
INV00258,C062,2020-03-29,2020-05-13,12576.47
INV00259,C066,2020-05-06,2020-06-11,10000.63
INV00260,C069,2020-05-15,2020-06-02,1961.41
INV00261,C074,2020-05-09,2020-05-18,14165.94
INV00262,C085,2020-05-12,2020-06-04,13490.92
INV00263,C087,2020-05-15,2020-06-04,2584.16
INV00264,C092,2020-04-12,2020-05-14,5876.06
INV00265,C001,2020-06-09,2020-07-10,5177.1
INV00266,C002,2020-06-19,2020-07-11,5291.89
INV00267,C003,2020-06-19,2020-07-02,348.65
INV00268,C003,2020-05-23,2020-07-06,522.97
INV00269,C004,2020-05-16,2020-06-12,9902.31
INV00270,C005,2020-06-02,2020-06-18,3955.17
INV00271,C005,2020-06-08,2020-06-22,5932.75
INV00272,C006,2020-05-21,2020-06-22,8816.78
INV00273,C007,2020-06-04,2020-06-13,5514.89
INV00274,C008,2020-05-20,2020-06-06,2779.96
INV00275,C008,2020-05-31,2020-06-10,4169.94
INV00276,C009,2020-06-24,2020-07-11,10743.24
INV00277,C010,2020-05-16,2020-06-26,4089.65
INV00278,C014,2020-06-08,2020-07-03,10110.6
INV00279,C016,2020-05-24,2020-06-17,14934.83
INV00280,C018,2020-07-05,2020-07-12,6471.38
INV00281,C019,2020-05-18,2020-06-04,3684.2
INV00282,C019,2020-05-30,2020-06-08,5526.3
INV00283,C021,2020-06-09,2020-06-18,420.41
INV00284,C021,2020-05-18,2020-06-22,630.61
INV00285,C022,2020-05-08,2020-06-11,5405.33
INV00286,C023,2020-06-24,2020-07-07,6298.66
INV00287,C024,2020-05-14,2020-06-14,3758.26
INV00288,C025,2020-06-10,2020-06-19,14367.44
INV00289,C027,2020-06-16,2020-07-12,1572.01
INV00290,C029,2020-05-12,2020-06-19,8930.72
INV00291,C030,2020-06-08,2020-07-10,1045.95
INV00292,C030,2020-06-24,2020-07-14,1568.93
INV00293,C031,2020-05-26,2020-07-07,11413.27
INV00294,C032,2020-05-28,2020-06-12,2749.39
INV00295,C034,2020-06-08,2020-06-19,9312.29
INV00296,C035,2020-06-10,2020-06-23,2990.07
INV00297,C036,2020-06-05,2020-06-23,4382.52
INV00298,C037,2020-06-14,2020-06-22,381.89
INV00299,C037,2020-06-01,2020-06-26,572.83
INV00300,C038,2020-05-17,2020-06-05,6109.69
INV00301,C039,2020-05-31,2020-06-16,7783.42
INV00302,C040,2020-05-16,2020-06-28,921.23
INV00303,C040,2020-06-04,2020-07-02,1381.84
INV00304,C043,2020-05-12,2020-06-07,1209.94
INV00305,C044,2020-05-21,2020-06-17,11613.26
INV00306,C045,2020-05-27,2020-06-21,5761.42
INV00307,C046,2020-05-29,2020-07-10,14052.2
INV00308,C048,2020-05-21,2020-06-09,6920.75
INV00309,C049,2020-05-28,2020-06-29,1038.21
INV00310,C053,2020-06-05,2020-06-30,8306.74
INV00311,C058,2020-06-23,2020-07-08,1645.72
INV00312,C058,2020-07-02,2020-07-12,2468.59
INV00313,C060,2020-05-07,2020-06-11,1457.74
INV00314,C061,2020-05-02,2020-06-02,3338.6
INV00315,C062,2020-05-25,2020-07-08,10121.57
INV00316,C064,2020-05-25,2020-06-23,838.04
INV00317,C064,2020-05-25,2020-06-27,1257.06
INV00318,C066,2020-06-26,2020-07-07,7003.12
INV00319,C067,2020-06-16,2020-07-02,11728.16
INV00320,C068,2020-05-19,2020-06-17,11993.34
INV00321,C072,2020-06-02,2020-06-22,1342.62
INV00322,C072,2020-06-15,2020-06-26,2013.94
INV00323,C078,2020-06-20,2020-07-09,17268.12
INV00324,C080,2020-06-25,2020-07-10,7448.27
INV00325,C084,2020-06-24,2020-07-13,15543.66
INV00326,C087,2020-06-23,2020-07-10,4474.71
INV00327,C087,2020-06-15,2020-07-14,6712.06
INV00328,C089,2020-05-12,2020-06-26,6673.1
INV00329,C093,2020-06-25,2020-07-05,1012.56
INV00330,C097,2020-06-05,2020-07-06,10475.02
INV00331,C001,2020-08-05,2020-08-15,5293.51
INV00332,C002,2020-06-28,2020-07-12,5024.54
INV00333,C003,2020-07-10,2020-07-19,873.3
INV00334,C004,2020-05-29,2020-07-07,10177.74
INV00335,C005,2020-07-06,2020-07-25,10516.45
INV00336,C006,2020-07-24,2020-08-05,9142.57
INV00337,C007,2020-07-24,2020-08-04,5902.01
INV00338,C008,2020-06-27,2020-07-27,6358.69
INV00339,C009,2020-07-02,2020-08-01,11212.59
INV00340,C010,2020-06-25,2020-07-24,4096.37
INV00341,C011,2020-06-27,2020-07-30,7572.01
INV00342,C012,2020-07-16,2020-07-30,13013.31
INV00343,C013,2020-06-19,2020-07-17,6280.2
INV00344,C014,2020-07-27,2020-08-03,9951.71
INV00345,C015,2020-06-19,2020-07-23,473.31
INV00346,C016,2020-06-13,2020-07-07,11084.59
INV00347,C017,2020-06-18,2020-07-06,4146.01
INV00348,C017,2020-06-18,2020-07-10,6219.01
INV00349,C018,2020-06-11,2020-07-04,2709.97
INV00350,C018,2020-06-21,2020-07-08,4064.96
INV00351,C019,2020-07-20,2020-08-08,6124.25
INV00352,C020,2020-06-20,2020-07-23,715.49
INV00353,C021,2020-06-04,2020-07-11,1082.62
INV00354,C023,2020-06-16,2020-07-11,5328.48
INV00355,C025,2020-07-18,2020-07-26,14082.71
INV00356,C026,2020-06-27,2020-07-20,5394.32
INV00357,C028,2020-06-09,2020-07-22,3869.6
INV00358,C029,2020-06-20,2020-07-09,10215.78
INV00359,C030,2020-05-31,2020-07-02,2551.8
INV00360,C034,2020-07-15,2020-08-08,9525.56
INV00361,C035,2020-06-22,2020-07-25,3893.41
INV00362,C036,2020-06-23,2020-07-18,8360.23
INV00363,C037,2020-07-08,2020-07-26,1396.63
INV00364,C038,2020-07-21,2020-08-13,6080.73
INV00365,C039,2020-06-24,2020-07-11,8314.1
INV00366,C040,2020-07-19,2020-08-01,4250.17
INV00367,C042,2020-07-19,2020-08-05,2630.48
INV00368,C045,2020-07-03,2020-07-27,9325.37
INV00369,C047,2020-07-10,2020-08-08,3397.86
INV00370,C052,2020-05-31,2020-07-04,5681.09
INV00371,C053,2020-07-15,2020-07-29,8731.77
INV00372,C057,2020-07-01,2020-07-29,4547.36
INV00373,C057,2020-06-26,2020-08-02,6821.03
INV00374,C060,2020-06-06,2020-07-14,3819.63
INV00375,C063,2020-07-08,2020-07-24,11657.85
INV00376,C064,2020-06-13,2020-07-13,891.1
INV00377,C072,2020-07-18,2020-08-04,2436.08
INV00378,C072,2020-07-04,2020-08-08,3654.11
INV00379,C072,2020-06-30,2020-08-04,6090.19
INV00380,C073,2020-07-31,2020-08-10,847.46
INV00381,C075,2020-05-28,2020-07-12,14695.04
INV00382,C078,2020-07-11,2020-07-22,14228.56
INV00383,C080,2020-06-16,2020-07-23,6686.93
INV00384,C083,2020-06-20,2020-07-16,8411.09
INV00385,C084,2020-06-17,2020-07-16,19831.34
INV00386,C086,2020-07-09,2020-07-30,6361.59
INV00387,C088,2020-06-06,2020-07-20,7725.34
INV00388,C090,2020-05-28,2020-07-05,15557.75
INV00389,C001,2020-09-05,2020-09-13,4995.48
INV00390,C002,2020-08-31,2020-09-14,5432.62
INV00391,C003,2020-08-24,2020-09-10,828.03
INV00392,C004,2020-07-17,2020-08-31,9792.76
INV00393,C005,2020-08-18,2020-09-04,9853.4
INV00394,C007,2020-07-04,2020-08-06,2380.32
INV00395,C007,2020-07-14,2020-08-10,3570.47
INV00396,C008,2020-08-12,2020-09-03,6430.98
INV00397,C009,2020-07-25,2020-08-17,10314.93
INV00398,C010,2020-08-14,2020-09-11,4339.49
INV00399,C011,2020-08-02,2020-08-12,7769.36
INV00400,C012,2020-08-15,2020-09-11,10333.61
INV00401,C013,2020-08-04,2020-08-29,6598.36
INV00402,C014,2020-07-31,2020-08-10,9926.75
INV00403,C016,2020-07-20,2020-08-02,8470.16
INV00404,C017,2020-07-28,2020-09-02,15180.8
INV00405,C019,2020-07-19,2020-08-08,7727.78
INV00406,C020,2020-08-13,2020-09-15,393.74
INV00407,C020,2020-08-12,2020-09-19,590.61
INV00408,C021,2020-08-07,2020-09-14,1168.74
INV00409,C022,2020-07-21,2020-08-03,8840.03
INV00410,C025,2020-09-02,2020-09-13,8620.83
INV00411,C026,2020-07-30,2020-08-16,4416.18
INV00412,C027,2020-08-18,2020-09-10,1709.36
INV00413,C029,2020-09-02,2020-09-09,3531.24
INV00414,C029,2020-08-16,2020-09-13,5296.86
INV00415,C033,2020-07-21,2020-08-25,3227.03
INV00416,C034,2020-07-12,2020-08-10,10813.29
INV00417,C036,2020-07-28,2020-08-21,3968.64
INV00418,C037,2020-07-22,2020-08-29,1253.5
INV00419,C038,2020-06-26,2020-08-07,2439.0
INV00420,C038,2020-07-06,2020-08-11,3658.5
INV00421,C040,2020-07-03,2020-08-15,3666.2
INV00422,C055,2020-07-12,2020-08-04,3340.44
INV00423,C055,2020-07-15,2020-08-08,5010.65
INV00424,C056,2020-09-01,2020-09-09,7222.16
INV00425,C058,2020-08-13,2020-08-28,5055.11
INV00426,C062,2020-08-28,2020-09-11,4242.41
INV00427,C074,2020-08-18,2020-09-07,1707.65
INV00428,C077,2020-07-23,2020-08-21,9447.32
INV00429,C086,2020-08-24,2020-09-07,2092.3
INV00430,C089,2020-08-04,2020-08-22,3676.86
INV00431,C091,2020-07-14,2020-08-20,1594.73
INV00432,C092,2020-08-07,2020-09-11,8534.36
INV00433,C094,2020-07-15,2020-08-15,5927.05
INV00434,C095,2020-07-01,2020-08-08,12595.75
INV00435,C099,2020-08-04,2020-08-25,1405.87
INV00436,C099,2020-07-21,2020-08-29,2108.8
INV00437,C001,2020-08-31,2020-10-05,1984.03
INV00438,C001,2020-09-26,2020-10-09,2976.05
INV00439,C002,2020-08-24,2020-09-03,5203.48
INV00440,C003,2020-09-16,2020-10-08,880.98
INV00441,C004,2020-09-21,2020-10-02,9995.21
INV00442,C005,2020-09-09,2020-10-08,9777.82
INV00443,C006,2020-09-07,2020-10-16,9063.03
INV00444,C007,2020-08-22,2020-09-23,5746.59
INV00445,C008,2020-08-03,2020-09-13,6672.44
INV00446,C009,2020-09-23,2020-10-03,4311.56
INV00447,C009,2020-09-23,2020-10-07,6467.34
INV00448,C010,2020-09-18,2020-09-26,4151.79
INV00449,C011,2020-08-17,2020-09-17,8201.63
INV00450,C013,2020-09-08,2020-09-24,3004.62
INV00451,C013,2020-09-13,2020-09-28,4506.94
INV00452,C014,2020-09-09,2020-10-01,4649.19
INV00453,C014,2020-08-30,2020-10-05,6973.79
INV00454,C018,2020-10-02,2020-10-14,6676.22
INV00455,C019,2020-09-08,2020-09-24,10300.75
INV00456,C021,2020-09-02,2020-09-18,1742.65
INV00457,C024,2020-09-04,2020-09-19,1003.37
INV00458,C024,2020-08-17,2020-09-23,1505.05
INV00459,C026,2020-08-11,2020-09-19,1489.93
INV00460,C026,2020-09-16,2020-09-23,2234.89
INV00461,C027,2020-08-30,2020-09-10,916.49
INV00462,C028,2020-08-13,2020-09-25,3900.83
INV00463,C031,2020-08-09,2020-09-21,12073.54
INV00464,C033,2020-09-15,2020-10-08,3115.32
INV00465,C034,2020-08-02,2020-09-15,11156.37
INV00466,C035,2020-09-07,2020-09-29,3992.81
INV00467,C036,2020-09-04,2020-09-27,1797.42
INV00468,C036,2020-08-26,2020-10-01,2696.13
INV00469,C038,2020-08-05,2020-09-02,1953.7
INV00470,C038,2020-08-15,2020-09-06,2930.56
INV00471,C040,2020-09-02,2020-09-29,2447.27
INV00472,C041,2020-09-11,2020-09-29,1359.8
INV00473,C041,2020-08-24,2020-10-03,2039.7
INV00474,C048,2020-08-15,2020-09-25,6622.79
INV00475,C050,2020-08-22,2020-09-20,4982.75
INV00476,C056,2020-09-09,2020-10-11,4493.73
INV00477,C063,2020-08-12,2020-09-09,6329.58
INV00478,C074,2020-08-29,2020-09-28,6297.69
INV00479,C075,2020-08-16,2020-09-30,1884.5
INV00480,C076,2020-09-06,2020-10-07,5533.64
INV00481,C076,2020-09-16,2020-10-11,8300.46
INV00482,C077,2020-09-08,2020-09-17,2409.31
INV00483,C077,2020-08-20,2020-09-21,3613.96
INV00484,C078,2020-08-06,2020-09-04,3461.32
INV00485,C079,2020-07-29,2020-09-02,9681.7
INV00486,C080,2020-08-22,2020-09-05,8422.04
INV00487,C082,2020-08-27,2020-09-24,727.37
INV00488,C084,2020-09-05,2020-10-08,13629.14
INV00489,C088,2020-09-07,2020-10-04,7803.05
INV00490,C089,2020-09-04,2020-09-23,10600.76
INV00491,C089,2020-08-26,2020-09-23,10600.76
INV00492,C092,2020-09-13,2020-10-03,1827.17
INV00493,C094,2020-08-25,2020-09-09,3485.45
INV00494,C095,2020-08-30,2020-10-03,2384.99
INV00495,C100,2020-09-02,2020-10-01,7136.22
INV00496,C100,2020-09-22,2020-10-05,10704.33
INV00497,C001,2020-10-30,2020-11-13,5046.78
INV00498,C002,2020-09-08,2020-10-23,5474.11
INV00499,C004,2020-10-21,2020-11-02,9906.16
INV00500,C005,2020-09-23,2020-10-28,10721.22
INV00501,C006,2020-10-15,2020-11-13,3440.85
INV00502,C007,2020-10-02,2020-11-12,2424.84
INV00503,C007,2020-10-06,2020-11-16,3637.26
INV00504,C009,2020-09-27,2020-10-06,4211.39
INV00505,C009,2020-09-10,2020-10-10,6317.09
INV00506,C010,2020-10-23,2020-11-10,1732.49
INV00507,C010,2020-10-26,2020-11-14,2598.74
INV00508,C010,2020-10-12,2020-11-10,4331.23
INV00509,C011,2020-10-01,2020-10-15,7753.96
INV00510,C012,2020-09-29,2020-10-13,11752.75
INV00511,C013,2020-09-29,2020-10-16,3974.23
INV00512,C013,2020-09-28,2020-10-20,5961.35
INV00513,C015,2020-09-12,2020-10-17,900.87
INV00514,C016,2020-09-21,2020-10-07,11181.87
INV00515,C017,2020-10-28,2020-11-04,10759.29
INV00516,C020,2020-09-23,2020-10-17,215.67
INV00517,C020,2020-10-12,2020-10-21,323.5
INV00518,C023,2020-09-15,2020-10-29,6202.16
