date,client_id,amount,type,category
2020-03-01,,3739.38,income,Service
2020-02-27,C017,6835.96,income,Service
2020-02-17,C018,3275.87,income,Partial
2020-02-21,C018,4913.81,income,Partial
2020-03-10,C021,5529.93,income,Service
2020-02-15,C022,3580.66,income,UNKNOWN_ERROR
2020-02-19,C022,5371.0,income,Partial
2020-02-20,,1678.48,income,Partial
2020-02-24,C024,2517.72,income,Partial
2020-02-27,C026,4338.6,income,UNKNOWN_ERROR
2020-02-18,C027,3715.46,income,Service
2020-02-15,C028,7288.9,income,UNKNOWN_ERROR
2020-02-15,C028,7288.9,income,Service
2020-02-20,C030,2636.5,income,Partial
2020-02-24,C030,3954.76,income,Partial
2020-02-24,C031,1372.18,income,UNKNOWN_ERROR
2020-02-26,C034,2297.87,income,Service
2020-03-17,C036,10190.33,income,Service
2020-03-06,C037,2316.25,income,UNKNOWN_ERROR
2020-02-19,C038,8607.56,income,Service
2020-03-10,C039,515.45,income,Partial
2020-03-14,C039,773.18,income,UNKNOWN_ERROR
2020-03-12,C040,2345.68,income,Service
2020-02-25,C041,4847.91,income,Service
2020-02-18,C044,11410.88,income,Service
2020-03-09,C045,9430.77,income,UNKNOWN_ERROR
2020-02-08,C046,9408.27,income,Service
2020-02-17,C047,4457.48,income,Service
2020-02-06,C049,5949.8,income,Service
2020-02-08,C053,300.67,income,Partial
2020-02-12,C053,451.0,income,Partial
2020-03-15,C054,1460.89,income,Service
2020-02-08,C059,15431.03,income,Service
2020-03-09,C060,1956.41,income,Partial
2020-03-13,C060,2934.62,income,Partial
2020-02-23,C064,1373.61,income,UNKNOWN_ERROR
2020-02-27,C064,2060.41,income,Partial
2020-02-05,C066,5887.56,income,Service
2020-02-26,C067,6131.23,income,Service
2020-02-07,C073,16609.41,income,Service
2020-02-04,C075,5942.08,income,Partial
2020-02-08,C075,8913.13,income,Partial
2020-03-07,C076,4123.58,income,Partial
2020-03-11,C076,6185.37,income,Partial
2020-02-07,C077,8658.29,income,Service
2020-02-09,C080,13393.01,income,Service
2020-03-17,C081,9436.36,income,Service
2020-03-15,C082,5612.4,income,Partial
2020-03-19,C082,8418.6,income,UNKNOWN_ERROR
2020-03-03,C088,763.64,income,Service
2020-02-10,C094,13796.18,income,Service
2020-03-11,C096,8189.81,income,Service
2020-02-03,C099,14584.77,income,Service
2020-03-01,SELF,1200.0,expense,Rent
2020-03-16,SELF,2425.0,expense,Operations
2020-04-05,C001,4180.69,income,Partial
2020-04-09,,6271.03,income,UNKNOWN_ERROR
2020-03-04,C002,4195.91,income,Partial
2020-03-08,C002,6293.87,income,Partial
2020-03-16,C003,1605.34,income,Service
2020-03-02,C004,1511.25,income,Partial
2020-03-06,C004,2266.87,income,Partial
2020-04-15,C005,2773.59,income,UNKNOWN_ERROR
2020-04-08,C006,800.88,income,Service
2020-04-09,C007,8604.84,income,Service
2020-03-10,C008,3990.36,income,Partial
2020-03-14,C008,5985.54,income,Partial
2020-03-24,C009,8174.09,income,Service
2020-04-04,C010,3590.03,income,Partial
2020-04-08,C010,5385.04,income,Partial
2020-04-14,C011,9622.74,income,Service
2020-03-26,C012,10452.4,income,Service
2020-04-12,C016,1618.34,income,Partial
2020-04-16,C016,2427.51,income,Partial
2020-03-15,C017,8181.77,income,Service
2020-03-22,,9411.52,income,Service
2020-04-08,C021,2001.87,income,Partial
2020-04-12,C021,3002.8,income,Partial
2020-04-01,,7138.6,income,Service
2020-04-04,C024,1435.6,income,Partial
2020-04-08,C024,2153.41,income,Partial
2020-03-04,C025,4128.62,income,Partial
2020-03-08,C025,6192.93,income,Partial
2020-03-19,C027,4527.4,income,Service
2020-03-22,C030,11147.9,income,Service
2020-03-08,C031,2632.99,income,Service
2020-03-26,,13367.73,income,Service
2020-04-07,C034,1653.71,income,Service
2020-03-14,C036,4649.38,income,Partial
2020-03-18,C036,6974.07,income,UNKNOWN_ERROR
2020-04-13,C037,2348.53,income,Service
2020-03-04,C038,7030.4,income,Service
2020-04-03,C039,1065.78,income,Service
2020-04-12,C040,1839.33,income,Service
2020-03-20,C041,4131.76,income,Service
2020-04-08,C042,4688.7,income,Partial
2020-04-12,C042,7033.05,income,UNKNOWN_ERROR
2020-03-06,C043,1859.31,income,Service
2020-04-01,C044,8721.97,income,UNKNOWN_ERROR
2020-03-06,C045,10058.09,income,Service
2020-03-12,C046,7529.76,income,Service
2020-04-10,C047,6455.14,income,Service
2020-04-06,C050,9315.54,income,Service
2020-04-15,C052,2112.02,income,Service
2020-03-24,C058,3696.34,income,Partial
2020-03-28,C058,5544.52,income,Partial
2020-03-13,C059,9603.58,income,UNKNOWN_ERROR
2020-03-03,C062,1464.37,income,Service
2020-03-27,C066,7724.69,income,Service
2020-04-02,C067,8172.29,income,Service
2020-04-03,C068,4660.79,income,Service
2020-03-05,C073,17504.58,income,Service
2020-03-15,C079,5422.16,income,UNKNOWN_ERROR
2020-03-26,C081,5255.06,income,Service
2020-03-15,C082,2548.18,income,Service
2020-03-06,C083,8297.79,income,UNKNOWN_ERROR
2020-03-06,C083,8297.79,income,Service
2020-03-05,C087,7036.27,income,Service
2020-03-24,C090,13172.02,income,Service
2020-03-10,C091,1122.63,income,Service
2020-03-31,C096,2064.74,income,Partial
2020-04-04,C096,3097.11,income,Partial
2020-03-26,C097,4378.83,income,Service
2020-03-09,C098,13602.41,income,Service
2020-04-01,SELF,1200.0,expense,Rent
2020-04-10,SELF,4072.0,expense,Operations
2020-04-11,C001,10258.22,income,Service
2020-04-12,C002,4261.42,income,Partial
2020-04-16,C002,6392.13,income,Partial
2020-04-21,C004,1507.34,income,Partial
2020-04-25,C004,2261.01,income,Partial
2020-04-06,C005,1104.05,income,Partial
2020-04-10,C005,1656.07,income,Partial
2020-05-09,C006,757.19,income,Service
2020-05-06,C007,8608.08,income,Service
2020-04-22,C008,10654.81,income,Service
2020-04-05,C009,8165.93,income,Service
2020-04-02,C010,8566.99,income,Service
2020-04-15,C011,4611.85,income,Partial
2020-04-19,C011,6917.77,income,Partial
2020-04-17,C012,11857.12,income,Service
2020-04-24,C013,2208.22,income,Service
2020-05-12,C014,4891.62,income,Partial
2020-05-16,C014,7337.43,income,Partial
2020-04-24,C015,7052.57,income,Service
2020-04-06,C016,5280.53,income,Service
2020-04-12,,11022.8,income,UNKNOWN_ERROR
2020-04-04,C018,6548.9,income,Service
2020-05-16,C019,5577.43,income,Service
2020-05-05,C021,4534.86,income,Service
2020-05-15,C024,3773.77,income,Service
2020-05-04,C026,5019.55,income,Service
2020-04-28,C027,4721.86,income,Service
2020-04-08,C028,10750.11,income,Service
2020-05-16,C029,9365.6,income,Service
2020-05-08,C032,946.83,income,Service
2020-05-04,C035,4076.21,income,Service
2020-05-10,C038,2211.98,income,Partial
2020-05-14,C038,3317.97,income,Partial
2020-04-02,C040,2362.88,income,Service
2020-04-26,C044,2568.29,income,Partial
2020-04-30,C044,3852.44,income,Partial
2020-05-14,C045,6404.33,income,Service
2020-04-25,C046,1871.01,income,Partial
2020-04-29,C046,2806.52,income,Partial
2020-05-06,C047,8152.12,income,Service
2020-05-10,C050,2746.87,income,Partial
2020-05-14,C050,4120.3,income,Partial
2020-05-12,C055,2229.85,income,Service
2020-05-12,C057,3583.02,income,Partial
2020-05-16,C057,5374.54,income,Partial
2020-05-04,C063,2180.23,income,Service
2020-04-25,C070,5507.75,income,Service
2020-04-25,C072,3196.7,income,Service
2020-05-13,C075,3191.71,income,Service
2020-05-07,C077,5306.7,income,Service
2020-05-09,C079,7938.32,income,Partial
2020-05-13,C079,11907.48,income,Partial
2020-05-02,C080,3497.42,income,Service
2020-05-02,,3497.42,income,Service
2020-05-14,C081,3416.44,income,Service
2020-04-18,C086,4515.14,income,Service
2020-04-16,C090,4304.06,income,Service
2020-05-05,C092,9482.12,income,Service
2020-04-08,C096,2022.93,income,Partial
2020-04-12,C096,3034.39,income,Partial
2020-05-01,SELF,1200.0,expense,Rent
2020-05-16,SELF,4306.0,expense,UNKNOWN_ERROR
2020-06-13,C001,11212.34,income,Service
2020-05-29,C002,10652.09,income,Service
2020-05-21,C003,1598.6,income,Service
2020-06-04,C005,2655.15,income,Service
2020-06-03,C006,765.17,income,Service
2020-05-09,C007,3491.51,income,Partial
2020-05-13,C007,5237.26,income,Partial
2020-05-15,C008,3950.9,income,Partial
2020-05-19,C008,5926.35,income,Partial
2020-05-07,,8469.59,income,Service
2020-05-17,C011,10733.72,income,Service
2020-05-07,C014,6872.26,income,Service
2020-05-25,C016,8387.11,income,Service
2020-05-17,C017,8315.31,income,Service
2020-05-16,C018,7269.64,income,Service
2020-05-23,C020,3342.94,income,Service
2020-06-11,C022,6178.19,income,Service
2020-06-13,C023,13019.52,income,Service
2020-06-13,C023,13019.52,income,Service
2020-06-01,C024,7985.82,income,Service
2020-05-29,C025,9896.18,income,Service
2020-05-23,C026,6807.55,income,Service
2020-05-28,C027,4029.41,income,Service
2020-05-18,C028,9775.63,income,Service
2020-05-13,C029,5976.66,income,UNKNOWN_ERROR
2020-06-10,C030,9823.32,income,UNKNOWN_ERROR
2020-06-09,C031,1095.77,income,Partial
2020-06-13,C031,1643.65,income,Partial
2020-05-27,C032,956.44,income,Service
2020-05-02,C035,933.21,income,Partial
2020-05-06,C035,1399.81,income,Partial
2020-05-14,C036,2401.06,income,Partial
2020-05-18,C036,3601.59,income,Partial
2020-05-08,C037,2851.92,income,Service
2020-05-29,C038,9383.85,income,Service
2020-05-24,C039,1213.24,income,UNKNOWN_ERROR
2020-05-03,C040,1653.72,income,Service
2020-06-06,C041,4407.19,income,Service
2020-05-21,C042,12605.45,income,Service
2020-06-14,C045,6123.07,income,Service
2020-06-07,C046,5413.2,income,Service
2020-05-20,C050,5874.52,income,Service
2020-06-09,C053,2040.74,income,Service
2020-05-28,C054,2081.48,income,Service
2020-05-16,C055,2133.74,income,UNKNOWN_ERROR
2020-05-24,C066,2713.04,income,UNKNOWN_ERROR
2020-05-07,C069,2169.98,income,Service
2020-05-08,C074,14075.75,income,Service
2020-06-01,C076,4975.35,income,Service
2020-05-06,C079,17754.07,income,Service
2020-06-08,C081,2828.99,income,Service
2020-05-15,C088,2097.8,income,Service
2020-05-13,C090,1697.08,income,Partial
2020-05-17,C090,2545.62,income,Partial
2020-05-08,C094,3510.0,income,Service
2020-06-15,C098,11272.02,income,UNKNOWN_ERROR
2020-06-01,SELF,1200.0,expense,Rent
2020-06-16,SELF,4197.0,expense,UNKNOWN_ERROR
2020-06-19,SELF,4761.0,expense,Contractor
2020-06-18,C001,10755.62,income,Service
2020-06-15,C002,10577.88,income,Service
2020-06-26,C003,1675.67,income,UNKNOWN_ERROR
2020-07-16,C004,4072.49,income,Service
2020-07-10,C005,2746.11,income,Service
2020-06-29,C006,808.08,income,Service
2020-07-06,,3562.8,income,Partial
2020-07-10,C007,5344.2,income,Partial
2020-07-07,C008,10744.25,income,Service
2020-06-20,C009,8682.76,income,Service
2020-06-26,,9040.47,income,Service
2020-06-21,C011,2097.76,income,Partial
2020-06-25,C011,3146.64,income,Partial
2020-06-04,C013,912.93,income,Partial
2020-06-08,C013,1369.39,income,UNKNOWN_ERROR
2020-06-12,C015,5158.83,income,Service
2020-06-14,C017,4333.67,income,Partial
2020-06-18,C017,6500.5,income,Partial
2020-06-15,C019,6144.49,income,UNKNOWN_ERROR
2020-07-05,,9200.65,income,Service
2020-07-01,C027,1505.01,income,Partial
2020-07-05,,2257.52,income,UNKNOWN_ERROR
2020-07-07,C030,10740.8,income,Service
2020-06-18,C031,2741.19,income,Service
2020-06-23,C032,1526.78,income,Service
2020-06-22,C035,3061.26,income,Service
2020-06-28,C036,6189.96,income,Service
2020-06-30,C040,1167.63,income,Service
2020-07-15,C041,3733.72,income,Service
2020-07-15,C042,5048.55,income,UNKNOWN_ERROR
2020-07-19,C042,7572.83,income,Partial
2020-07-05,C044,8283.67,income,Service
2020-06-30,C045,6511.63,income,Service
2020-07-03,C046,7156.83,income,Service
2020-06-02,C047,1953.32,income,Partial
2020-06-06,C047,2929.98,income,Partial
2020-06-09,C049,4381.25,income,Service
2020-06-25,C055,2114.7,income,UNKNOWN_ERROR
2020-06-28,C057,15754.98,income,Service
2020-07-04,C059,4536.68,income,Partial
2020-07-08,C059,6805.03,income,Partial
2020-06-11,C063,3707.11,income,Service
2020-06-14,C068,10984.43,income,Service
2020-06-08,C072,1925.44,income,Service
2020-06-06,C080,1540.66,income,Partial
2020-06-10,C080,2310.99,income,Partial
2020-06-23,C082,6797.54,income,Service
2020-06-15,C085,6656.61,income,Service
2020-06-30,C087,3406.37,income,Partial
2020-07-04,C087,5109.56,income,Partial
2020-07-08,C094,8478.07,income,Service
2020-06-29,C096,2694.72,income,Partial
2020-07-03,C096,4042.08,income,Partial
2020-06-29,,4434.56,income,Partial
2020-07-03,C097,6651.83,income,Partial
2020-07-01,SELF,1200.0,expense,Rent
2020-07-02,SELF,3184.0,expense,Operations
2020-07-15,C001,10663.91,income,Service
2020-07-04,C002,11056.7,income,Service
2020-07-30,C004,4101.51,income,Service
2020-08-11,C005,2661.02,income,UNKNOWN_ERROR
2020-07-17,C006,773.09,income,Service
2020-07-14,C007,8297.44,income,Service
2020-07-25,C008,10556.52,income,Service
2020-07-18,C009,8205.34,income,Service
2020-08-09,C010,9009.91,income,Service
2020-07-12,C011,2444.67,income,Partial
2020-07-16,C011,3667.01,income,Partial
2020-07-02,C013,2593.1,income,UNKNOWN_ERROR
2020-07-02,C016,4155.26,income,UNKNOWN_ERROR
2020-07-23,C017,11851.01,income,Service
2020-07-03,,1427.18,income,UNKNOWN_ERROR
2020-07-07,C020,2140.77,income,Partial
2020-07-02,C021,3951.89,income,Service
2020-08-09,C022,5257.37,income,Service
2020-07-06,C028,4472.35,income,Partial
2020-07-10,C028,6708.52,income,Partial
2020-07-12,C032,895.08,income,Service
2020-07-25,C035,1320.77,income,UNKNOWN_ERROR
2020-07-29,C035,1981.15,income,Partial
2020-08-06,C038,8007.89,income,Service
2020-07-19,C039,1479.53,income,UNKNOWN_ERROR
2020-07-02,C040,952.63,income,Partial
2020-07-06,C040,1428.95,income,Partial
2020-08-11,C041,2804.05,income,Service
2020-07-21,C042,6005.21,income,Service
2020-07-07,C043,1498.99,income,Service
2020-08-10,C045,3107.39,income,Partial
2020-08-14,C045,4661.08,income,Partial
2020-07-04,C046,8805.42,income,Service
2020-07-26,C047,5908.58,income,Service
2020-07-06,C048,10317.0,income,Service
2020-08-10,C058,6588.63,income,Partial
2020-08-14,C058,9882.95,income,Partial
2020-07-02,C063,3227.19,income,Service
2020-07-09,C069,1030.83,income,Service
2020-07-28,C075,11205.51,income,Service
2020-07-05,C077,8383.55,income,Service
2020-07-02,C081,3007.83,income,Service
2020-08-02,C084,7123.48,income,Service
2020-07-30,C093,5436.81,income,Service
2020-08-02,C095,629.98,income,Service
2020-08-09,C096,6436.42,income,Service
2020-07-20,,13046.09,income,Service
2020-08-09,C100,2068.87,income,Service
2020-08-01,SELF,1200.0,expense,Rent
2020-08-03,SELF,2844.0,expense,Operations
2020-08-14,C001,10575.22,income,Service
2020-08-04,C002,4204.47,income,Partial
2020-08-08,C002,6306.7,income,Partial
2020-09-06,C003,1725.77,income,Service
2020-08-16,C004,4032.26,income,Service
2020-08-08,C005,2754.08,income,Service
2020-09-11,C006,820.01,income,Service
2020-09-13,C007,8586.79,income,Service
2020-08-06,C008,10441.1,income,Service
2020-09-13,C009,8124.7,income,Service
2020-08-28,C010,8669.39,income,Service
2020-08-23,C011,7775.45,income,Service
2020-09-15,C012,2478.19,income,Partial
2020-09-19,C012,3717.28,income,Partial
2020-08-03,C014,13365.87,income,Service
2020-08-30,C015,1961.93,income,Partial
2020-09-03,C015,2942.89,income,Partial
2020-09-10,C016,6753.35,income,Service
2020-08-15,C017,11871.95,income,UNKNOWN_ERROR
2020-08-27,C018,7970.95,income,Service
2020-08-14,C020,2162.49,income,Service
2020-08-08,C022,3769.16,income,UNKNOWN_ERROR
2020-08-12,C022,5653.74,income,Partial
2020-08-14,C027,5418.56,income,Service
2020-09-07,C028,4068.87,income,Partial
2020-09-11,C028,6103.31,income,Partial
2020-08-22,C030,9884.05,income,Service
2020-08-18,C032,319.07,income,Partial
2020-08-22,C032,478.6,income,Partial
2020-08-19,C033,9892.85,income,Service
2020-08-18,C035,2228.22,income,Service
2020-09-13,C038,6487.49,income,Service
2020-09-09,C040,641.1,income,Partial
2020-09-13,C040,961.64,income,Partial
2020-09-11,C043,2333.29,income,Service
2020-08-03,C044,12162.53,income,UNKNOWN_ERROR
2020-09-13,C047,3120.82,income,Partial
2020-09-17,C047,4681.23,income,Partial
2020-08-27,C049,5373.69,income,Service
2020-08-29,C050,9338.43,income,Service
2020-08-23,C051,1250.99,income,Partial
2020-08-27,C051,1876.48,income,Partial
2020-09-10,C053,646.32,income,UNKNOWN_ERROR
2020-09-06,C054,3352.32,income,Service
2020-08-30,C062,4454.41,income,Service
2020-08-16,C064,12304.06,income,Service
2020-08-03,C065,1139.44,income,Service
2020-09-07,C066,11124.55,income,Service
2020-08-13,C069,1522.73,income,Service
2020-09-09,C070,11564.24,income,Service
2020-09-14,C071,6675.23,income,Service
2020-09-07,C077,1679.4,income,Service
2020-08-28,C078,2340.22,income,Service
2020-08-13,C082,8642.67,income,Service
2020-08-30,C084,5442.03,income,UNKNOWN_ERROR
2020-08-17,C085,4029.39,income,Service
2020-08-31,C087,3936.67,income,Service
2020-09-07,C091,683.74,income,Service
2020-09-07,C091,683.74,income,Service
2020-08-26,,6040.63,income,Service
2020-08-27,C097,6223.23,income,Service
2020-08-17,,8363.93,income,Service
2020-08-28,C100,2091.05,income,Service
2020-09-01,SELF,1200.0,expense,Rent
2020-09-10,SELF,1646.0,expense,Operations
2020-09-13,C001,10893.36,income,Service
2020-10-01,C002,10703.74,income,Service
2020-10-02,C003,1629.18,income,Service
2020-10-15,C004,4041.1,income,Service
2020-09-24,C005,2771.62,income,UNKNOWN_ERROR
2020-10-16,C006,761.07,income,Service
2020-09-09,C007,8069.84,income,UNKNOWN_ERROR
2020-10-07,C008,9944.83,income,Service
2020-10-07,C008,9944.83,income,Service
2020-10-14,C009,8475.25,income,Service
2020-10-08,C010,9081.0,income,Service
2020-09-22,C011,6688.41,income,Service
2020-09-18,C012,3643.08,income,Partial
2020-09-22,C012,5464.62,income,Partial
2020-09-15,C013,2131.07,income,Service
2020-10-15,C014,8163.6,income,Service
2020-09-26,C015,6750.39,income,Service
2020-09-16,,8116.43,income,Service
2020-10-14,C018,7421.52,income,UNKNOWN_ERROR
2020-09-03,C019,7273.93,income,Service
2020-09-06,C020,2566.41,income,UNKNOWN_ERROR
2020-10-11,C022,2939.98,income,Partial
2020-10-15,C022,4409.97,income,Partial
2020-09-18,C025,4045.55,income,Partial
2020-09-22,C025,6068.32,income,Partial
2020-10-14,,8934.15,income,Service
2020-09-19,C032,764.7,income,Service
2020-09-03,C033,13628.35,income,Service
2020-10-02,C037,1515.57,income,Service
2020-09-14,C038,7607.82,income,Service
2020-10-07,C039,1106.87,income,Service
2020-10-06,C041,2212.86,income,Partial
2020-10-10,C041,3319.29,income,Partial
2020-10-15,C043,1639.62,income,Service
2020-09-23,,6935.03,income,Service
2020-10-10,,1416.95,income,Partial
2020-10-14,C049,2125.43,income,Partial
2020-10-08,C059,12270.2,income,Service
2020-09-21,C063,1177.3,income,Service
2020-09-22,C066,5391.15,income,Service
2020-09-04,,3649.66,income,Service
2020-10-12,C071,14621.19,income,Service
2020-09-08,C075,11179.65,income,Service
2020-10-03,C077,3953.72,income,Service
2020-10-06,,9080.48,income,UNKNOWN_ERROR
2020-09-25,C081,2873.05,income,Partial
2020-09-29,C081,4309.57,income,Partial
2020-10-02,C083,4725.06,income,Service
2020-10-10,C086,8735.72,income,Service
2020-10-10,C086,8735.72,income,Service
2020-09-06,C091,231.36,income,Partial
2020-09-10,C091,347.05,income,Partial
2020-09-04,C096,7812.08,income,Service
2020-10-06,C099,13797.4,income,Service
2020-10-07,C100,2863.43,income,Service
2020-10-01,SELF,1200.0,expense,Rent
2020-10-13,SELF,1326.0,expense,Operations
2020-10-05,SELF,3033.0,expense,Contractor
2020-10-14,,4434.52,income,Partial
2020-10-18,C001,6651.78,income,Partial
2020-11-02,C002,4442.31,income,Partial
2020-11-06,C002,6663.47,income,Partial
2020-11-07,C003,1709.97,income,Service
2020-10-02,C004,4057.6,income,UNKNOWN_ERROR
2020-10-26,C005,2676.94,income,Service
2020-10-26,C005,2676.94,income,Service
2020-10-26,,805.96,income,Service
2020-10-25,C007,3458.02,income,Partial
2020-10-29,C007,5187.03,income,Partial
2020-10-09,C008,10854.54,income,Service
2020-11-07,,8115.4,income,Service
2020-10-24,C010,8521.73,income,Service
2020-11-02,C011,7966.07,income,UNKNOWN_ERROR
2020-10-16,C012,12124.04,income,Service
2020-10-30,C014,4516.0,income,Partial
2020-11-03,C014,6774.0,income,Partial
2020-10-31,C016,5060.1,income,Service
2020-11-07,C017,6106.16,income,Service
2020-11-07,C018,2784.27,income,Partial
2020-11-11,C018,4176.41,income,Partial
2020-10-15,C019,6000.24,income,Service
2020-10-11,C021,6363.49,income,Service
2020-11-06,C025,3199.5,income,Partial
2020-11-10,C025,4799.25,income,Partial
2020-10-25,C032,1530.03,income,Service
2020-10-22,C034,1598.74,income,Service
2020-11-06,C035,2539.87,income,Service
2020-11-14,C036,9061.49,income,Service
2020-10-04,C037,687.71,income,Partial
2020-10-08,C037,1031.57,income,Partial
2020-11-03,C039,1306.78,income,Service
2020-11-10,C040,915.66,income,Partial
2020-11-14,C040,1373.49,income,Partial
2020-11-04,C042,9626.97,income,UNKNOWN_ERROR
2020-10-24,C044,10094.3,income,Service
2020-11-11,C045,10366.37,income,Service
2020-10-28,C046,3488.9,income,Partial
2020-11-01,C046,5233.36,income,Partial
2020-11-04,C048,10006.43,income,Service
2020-10-12,C055,372.27,income,Service
2020-10-31,C057,13906.76,income,UNKNOWN_ERROR
2020-11-02,C058,937.37,income,Partial
2020-11-06,C058,1406.06,income,UNKNOWN_ERROR
2020-10-11,C059,7108.37,income,Service
2020-10-05,C065,774.5,income,Partial
2020-10-09,C065,1161.76,income,Partial
2020-10-02,C067,10077.71,income,Service
2020-10-13,C068,8730.11,income,Service
2020-10-03,C075,8342.21,income,Service
2020-10-31,C082,4382.31,income,Service
2020-10-24,C084,15826.58,income,Service
2020-11-15,C088,1549.55,income,Service
2020-10-02,C092,8830.78,income,Service
2020-10-23,C097,2516.59,income,Service
2020-10-14,C099,14302.8,income,Service
2020-10-16,C100,4875.12,income,UNKNOWN_ERROR
2020-11-01,SELF,1200.0,expense,Rent
2020-11-14,SELF,2336.0,expense,Operations
2020-11-08,C001,10425.3,income,Service
2020-11-02,,4377.82,income,Partial
2020-11-06,C002,6566.73,income,Partial
2020-11-14,C003,1631.96,income,UNKNOWN_ERROR
2020-11-27,C004,3874.7,income,Service
2020-11-18,C005,2857.17,income,Service
2020-12-08,C006,328.6,income,Partial
2020-12-12,C006,492.89,income,Partial
2020-12-08,C006,821.49,income,UNKNOWN_ERROR
2020-11-26,C007,8407.53,income,Service
2020-11-26,C008,10202.57,income,Service
2020-11-12,C009,8345.37,income,Service
2020-11-23,C010,3466.12,income,Partial
2020-11-27,C010,5199.18,income,Partial
2020-12-02,C011,9290.78,income,Service
2020-12-14,C012,8005.16,income,Service
2020-12-03,C014,14326.71,income,Service
2020-11-13,C015,6459.89,income,Service
2020-11-08,C016,4643.85,income,Service
2020-11-04,C017,13205.36,income,Service
2020-11-08,C018,6538.51,income,Service
2020-11-04,C019,8515.77,income,Service
2020-11-26,C021,3235.68,income,Service
2020-12-13,C023,10456.4,income,Service
2020-12-07,C025,7323.16,income,Service
2020-11-08,C026,6663.72,income,Service
2020-11-11,C027,5774.44,income,Service
2020-11-16,C031,1722.4,income,Service
2020-11-17,C033,9026.07,income,Service
2020-12-09,C034,1509.98,income,Service
2020-12-05,C036,7961.05,income,Service
2020-11-13,C037,2898.19,income,Service
2020-12-06,C039,1162.98,income,Service
2020-11-20,C040,2246.91,income,Service
2020-12-04,C043,832.11,income,Partial
2020-12-08,C043,1248.16,income,Partial
2020-12-15,C046,6859.54,income,Service
